Enemy_AssaultCube,Killed,Enemy_OW,20240413_130711
Enemy_AssaultCube,Killed,Enemy_CS,20240413_130733
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240413_130741
Enemy_OW,Killed,Enemy_Xonotic,20240413_130747
Enemy_CS,Killed,Enemy_OW,20240413_130802
Enemy_AssaultCube,Killed,Enemy_CS,20240413_130807
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240413_130819
Enemy_CS,Killed,Enemy_Xonotic,20240413_130833
Enemy_OW,Killed,Enemy_AssaultCube,20240413_130845
Enemy_CS,Killed,Enemy_OW,20240413_130846
Enemy_Xonotic,Killed,Enemy_CS,20240413_130854
Enemy_OW,Killed,Enemy_AssaultCube,20240413_130919
Enemy_CS,Killed,Enemy_OW,20240413_130923
Enemy_AssaultCube,Killed,Enemy_Xonotic,20240413_130939
Enemy_CS,Killed,Enemy_OW,20240413_130954
Enemy_AssaultCube,Killed,Enemy_CS,20240413_131003
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240413_131011
Enemy_OW,Killed,Enemy_Xonotic,20240413_131020
Enemy_CS,Killed,Enemy_OW,20240413_131032
Enemy_AssaultCube,Killed,Enemy_CS,20240413_131044
Enemy_AssaultCube,Killed,Enemy_Xonotic,20240413_131052
Enemy_OW,Killed,Enemy_AssaultCube,20240413_131054
Enemy_CS,Killed,Enemy_OW,20240413_131112
Enemy_AssaultCube,Killed,Enemy_CS,20240413_131117
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240413_131128
Enemy_CS,Killed,Enemy_Xonotic,20240413_131138
Enemy_OW,Killed,Enemy_CS,20240413_131149
Enemy_AssaultCube,Killed,Enemy_OW,20240413_131207
Enemy_Xonotic,Killed,Enemy_CS,20240413_131223
Enemy_OW,Killed,Enemy_AssaultCube,20240413_131233
Enemy_Xonotic,Killed,Enemy_OW,20240413_131250
Enemy_CS,Killed,Enemy_Xonotic,20240413_131258
Enemy_AssaultCube,Killed,Enemy_CS,20240413_131303
Enemy_OW,Killed,Enemy_AssaultCube,20240413_131312
Enemy_CS,Killed,Enemy_Xonotic,20240413_131330
Enemy_CS,Killed,Enemy_OW,20240413_131331
Enemy_AssaultCube,Killed,Enemy_CS,20240413_131341
Enemy_OW,Killed,Enemy_AssaultCube,20240413_131354
Enemy_CS,Killed,Enemy_OW,20240413_131410
