Enemy_Xonotic,Killed,Enemy_OW (1),20240410_172541
Enemy_OW (2),Killed,Enemy_Xonotic,20240410_172541
Enemy_CS (1),Killed,Enemy_AssaultCube (2),20240410_172541
Enemy_AssaultCube,Killed,Enemy_CS (1),20240410_172542
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240410_172543
Enemy_CS,Killed,Enemy_AssaultCube,20240410_172543
Enemy_OW,Killed,Enemy_Xonotic (2),20240410_172544
Enemy_AssaultCube (1),Killed,Enemy_CS,20240410_172544
Enemy_CS (2),Killed,Enemy_AssaultCube (1),20240410_172548
Enemy_OW,Killed,Enemy_CS (2),20240410_172551
Enemy_AssaultCube (2),Killed,Enemy_OW,20240410_172553
Enemy_AssaultCube,Killed,Enemy_CS (1),20240410_172555
Enemy_Xonotic,Killed,Enemy_OW (2),20240410_172555
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240410_172556
Enemy_CS,Killed,Enemy_AssaultCube (2),20240410_172558
Enemy_Xonotic (1),Killed,Enemy_AssaultCube,20240410_172558
Enemy_AssaultCube (1),Killed,Enemy_CS,20240410_172601
Enemy_AssaultCube (1),Killed,Enemy_Xonotic (2),20240410_172602
Enemy_CS (2),Killed,Enemy_AssaultCube (1),20240410_172603
Enemy_Xonotic,Killed,Enemy_CS (2),20240410_172607
Enemy_CS (1),Killed,Enemy_Xonotic,20240410_172608
Enemy_CS (1),Killed,Enemy_Xonotic (1),20240410_172608
Enemy_AssaultCube,Killed,Enemy_CS (1),20240410_172613
Enemy_OW,Killed,Enemy_Xonotic (2),20240410_172614
Enemy_OW (2),Killed,Enemy_AssaultCube (2),20240410_172615
Enemy_AssaultCube,Killed,Enemy_OW (2),20240410_172615
Enemy_CS,Killed,Enemy_OW (1),20240410_172615
Enemy_CS,Killed,Enemy_AssaultCube,20240410_172616
Enemy_OW,Killed,Enemy_AssaultCube (1),20240410_172618
Enemy_CS,Killed,Enemy_OW,20240410_172618
Enemy_Xonotic,Killed,Enemy_CS,20240410_172621
Enemy_OW (1),Killed,Enemy_Xonotic (1),20240410_172627
Enemy_OW (1),Killed,Enemy_Xonotic (2),20240410_172628
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172629
Enemy_Xonotic,Killed,Enemy_CS (2),20240410_172630
Enemy_OW (1),Killed,Enemy_Xonotic,20240410_172631
Enemy_AssaultCube (2),Killed,Enemy_OW (1),20240410_172635
Enemy_OW,Killed,Enemy_AssaultCube (2),20240410_172636
Enemy_OW,Killed,Enemy_AssaultCube (1),20240410_172638
Enemy_Xonotic (2),Killed,Enemy_OW (2),20240410_172640
Enemy_Xonotic (1),Killed,Enemy_OW,20240410_172642
Enemy_AssaultCube,Killed,Enemy_CS (1),20240410_172643
Enemy_CS,Killed,Enemy_AssaultCube,20240410_172644
Enemy_CS (2),Killed,Enemy_AssaultCube (2),20240410_172648
Enemy_Xonotic,Killed,Enemy_CS,20240410_172649
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240410_172650
Enemy_CS (2),Killed,Enemy_Xonotic,20240410_172650
Enemy_AssaultCube (1),Killed,Enemy_CS (2),20240410_172650
Enemy_AssaultCube (1),Killed,Enemy_Xonotic (2),20240410_172652
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240410_172653
Enemy_OW (2),Killed,Enemy_CS (1),20240410_172658
Enemy_AssaultCube (1),Killed,Enemy_OW (2),20240410_172658
Enemy_AssaultCube,Killed,Enemy_OW,20240410_172700
Enemy_AssaultCube (2),Killed,Enemy_CS,20240410_172701
Enemy_CS (2),Killed,Enemy_AssaultCube (2),20240410_172702
Enemy_OW (1),Killed,Enemy_Xonotic,20240410_172703
Enemy_AssaultCube (1),Killed,Enemy_OW (1),20240410_172703
Enemy_Xonotic (2),Killed,Enemy_AssaultCube,20240410_172703
Enemy_Xonotic (2),Killed,Enemy_AssaultCube (1),20240410_172704
Enemy_CS (2),Killed,Enemy_Xonotic (2),20240410_172707
Enemy_Xonotic (1),Killed,Enemy_CS (2),20240410_172708
Enemy_CS (1),Killed,Enemy_Xonotic (1),20240410_172712
Enemy_AssaultCube (2),Killed,Enemy_CS (1),20240410_172714
Enemy_OW (2),Killed,Enemy_Xonotic,20240410_172715
Enemy_AssaultCube (1),Killed,Enemy_CS,20240410_172716
Enemy_OW (2),Killed,Enemy_AssaultCube,20240410_172719
Enemy_AssaultCube (1),Killed,Enemy_OW (2),20240410_172719
Enemy_CS (2),Killed,Enemy_AssaultCube (2),20240410_172720
Enemy_OW,Killed,Enemy_AssaultCube (1),20240410_172721
Enemy_OW (1),Killed,Enemy_Xonotic (2),20240410_172723
Enemy_CS (2),Killed,Enemy_OW (1),20240410_172723
Enemy_OW,Killed,Enemy_CS (2),20240410_172724
Enemy_CS (1),Killed,Enemy_OW,20240410_172725
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172734
Enemy_AssaultCube (2),Killed,Enemy_CS (1),20240410_172735
Enemy_Xonotic (2),Killed,Enemy_OW (2),20240410_172735
Enemy_AssaultCube (2),Killed,Enemy_Xonotic (1),20240410_172738
Enemy_CS,Killed,Enemy_AssaultCube (2),20240410_172738
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240410_172739
Enemy_OW,Killed,Enemy_Xonotic,20240410_172739
Enemy_CS (2),Killed,Enemy_AssaultCube (1),20240410_172739
Enemy_OW,Killed,Enemy_Xonotic (2),20240410_172740
Enemy_CS (2),Killed,Enemy_OW,20240410_172742
Enemy_OW (2),Killed,Enemy_CS (2),20240410_172747
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172747
Enemy_OW (2),Killed,Enemy_CS,20240410_172748
Enemy_Xonotic (1),Killed,Enemy_OW (2),20240410_172750
Enemy_AssaultCube (2),Killed,Enemy_CS (1),20240410_172751
Enemy_OW (1),Killed,Enemy_Xonotic,20240410_172752
Enemy_Xonotic (1),Killed,Enemy_OW,20240410_172755
Enemy_Xonotic (1),Killed,Enemy_OW (1),20240410_172756
Enemy_AssaultCube (1),Killed,Enemy_Xonotic (2),20240410_172758
Enemy_Xonotic (1),Killed,Enemy_AssaultCube (1),20240410_172758
Enemy_Xonotic (1),Killed,Enemy_CS (2),20240410_172800
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240410_172801
Enemy_CS (1),Killed,Enemy_AssaultCube (2),20240410_172804
Enemy_OW (2),Killed,Enemy_CS,20240410_172805
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172806
Enemy_Xonotic,Killed,Enemy_OW (2),20240410_172807
Enemy_Xonotic,Killed,Enemy_CS (1),20240410_172809
Enemy_OW,Killed,Enemy_Xonotic,20240410_172810
Enemy_Xonotic (2),Killed,Enemy_OW,20240410_172812
Enemy_AssaultCube (1),Killed,Enemy_CS (2),20240410_172813
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240410_172813
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240410_172819
Enemy_Xonotic (2),Killed,Enemy_AssaultCube (1),20240410_172821
Enemy_OW (2),Killed,Enemy_Xonotic (2),20240410_172822
Enemy_CS (1),Killed,Enemy_AssaultCube (2),20240410_172823
Enemy_Xonotic,Killed,Enemy_OW (2),20240410_172824
Enemy_CS,Killed,Enemy_AssaultCube,20240410_172824
Enemy_OW,Killed,Enemy_Xonotic,20240410_172827
Enemy_CS (1),Killed,Enemy_OW,20240410_172827
Enemy_OW (1),Killed,Enemy_CS,20240410_172828
Enemy_OW (1),Killed,Enemy_CS (1),20240410_172828
Enemy_CS (2),Killed,Enemy_OW (1),20240410_172829
Enemy_Xonotic (1),Killed,Enemy_CS (2),20240410_172833
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240410_172837
Enemy_OW,Killed,Enemy_Xonotic,20240410_172839
Enemy_OW (2),Killed,Enemy_AssaultCube (1),20240410_172839
Enemy_OW (2),Killed,Enemy_Xonotic (2),20240410_172840
Enemy_CS (1),Killed,Enemy_AssaultCube (2),20240410_172840
Enemy_AssaultCube,Killed,Enemy_CS,20240410_172841
Enemy_AssaultCube,Killed,Enemy_OW (2),20240410_172842
Enemy_OW (1),Killed,Enemy_AssaultCube,20240410_172843
Enemy_CS (1),Killed,Enemy_OW,20240410_172845
Enemy_OW (1),Killed,Enemy_CS (1),20240410_172845
Enemy_OW (1),Killed,Enemy_CS (2),20240410_172849
Enemy_Xonotic (1),Killed,Enemy_OW (1),20240410_172849
Enemy_AssaultCube (2),Killed,Enemy_CS,20240410_172853
Enemy_Xonotic (2),Killed,Enemy_OW (2),20240410_172854
Enemy_OW,Killed,Enemy_Xonotic (2),20240410_172858
Enemy_CS (1),Killed,Enemy_Xonotic,20240410_172858
Enemy_AssaultCube (1),Killed,Enemy_Xonotic (1),20240410_172859
Enemy_AssaultCube,Killed,Enemy_CS (1),20240410_172859
Enemy_CS (2),Killed,Enemy_AssaultCube,20240410_172900
Enemy_OW,Killed,Enemy_AssaultCube (2),20240410_172902
Enemy_OW,Killed,Enemy_AssaultCube (1),20240410_172903
Enemy_CS (2),Killed,Enemy_OW,20240410_172905
Enemy_OW (1),Killed,Enemy_CS (2),20240410_172905
Enemy_OW (2),Killed,Enemy_CS,20240410_172910
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240410_172910
Enemy_Xonotic (1),Killed,Enemy_OW (2),20240410_172913
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172913
Enemy_AssaultCube (1),Killed,Enemy_CS (1),20240410_172916
Enemy_Xonotic (1),Killed,Enemy_OW,20240410_172917
Enemy_CS (2),Killed,Enemy_AssaultCube (1),20240410_172918
Enemy_AssaultCube (2),Killed,Enemy_Xonotic (2),20240410_172918
Enemy_Xonotic,Killed,Enemy_CS (2),20240410_172919
Enemy_Xonotic,Killed,Enemy_AssaultCube (2),20240410_172920
Enemy_CS,Killed,Enemy_Xonotic,20240410_172921
Enemy_CS,Killed,Enemy_Xonotic (1),20240410_172925
Enemy_OW (1),Killed,Enemy_CS,20240410_172927
Enemy_AssaultCube (1),Killed,Enemy_OW (1),20240410_172930
Enemy_CS (1),Killed,Enemy_AssaultCube,20240410_172932
Enemy_OW (2),Killed,Enemy_Xonotic (2),20240410_172933
Enemy_AssaultCube (1),Killed,Enemy_CS (1),20240410_172933
Enemy_CS (2),Killed,Enemy_AssaultCube (1),20240410_172934
Enemy_CS (2),Killed,Enemy_OW (2),20240410_172934
Enemy_AssaultCube (2),Killed,Enemy_CS (2),20240410_172935
Enemy_AssaultCube (2),Killed,Enemy_OW,20240410_172936
Enemy_Xonotic,Killed,Enemy_AssaultCube (2),20240410_172936
Enemy_CS,Killed,Enemy_Xonotic,20240410_172940
