Enemy_Xonotic (1),Killed,Enemy_CS (1),20240414_040809
Enemy_CS (2),Killed,Enemy_Xonotic,20240414_040810
Enemy_OW (1),Killed,Enemy_AssaultCube,20240414_040819
Enemy_OW (1),Killed,Enemy_AssaultCube (1),20240414_040820
Enemy_AssaultCube (2),Killed,Enemy_OW (2),20240414_040821
Enemy_CS (1),Killed,Enemy_OW (1),20240414_040830
Enemy_OW,Killed,Enemy_CS,20240414_040834
Enemy_OW,Killed,Enemy_CS (1),20240414_040836
Enemy_CS (2),Killed,Enemy_OW,20240414_040837
Enemy_AssaultCube,Killed,Enemy_CS (2),20240414_040840
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240414_040847
Enemy_AssaultCube (1),Killed,Enemy_Xonotic,20240414_040848
Enemy_Xonotic (2),Killed,Enemy_AssaultCube (1),20240414_040852
Enemy_AssaultCube (2),Killed,Enemy_Xonotic (2),20240414_040856
Enemy_OW,Killed,Enemy_Xonotic (1),20240414_040857
Enemy_OW (2),Killed,Enemy_CS,20240414_040905
Enemy_CS (2),Killed,Enemy_OW (1),20240414_040907
Enemy_Xonotic,Killed,Enemy_OW,20240414_040915
Enemy_Xonotic,Killed,Enemy_CS (2),20240414_040917
Enemy_AssaultCube (2),Killed,Enemy_OW (2),20240414_040920
Enemy_AssaultCube (2),Killed,Enemy_CS (1),20240414_040921
Enemy_AssaultCube (2),Killed,Enemy_Xonotic,20240414_040928
Enemy_Xonotic (2),Killed,Enemy_AssaultCube (1),20240414_040930
Enemy_CS,Killed,Enemy_AssaultCube (2),20240414_040936
Enemy_Xonotic (2),Killed,Enemy_AssaultCube,20240414_040940
Enemy_OW,Killed,Enemy_Xonotic (2),20240414_040940
Enemy_CS,Killed,Enemy_OW,20240414_040944
Enemy_CS,Killed,Enemy_OW (1),20240414_040945
Enemy_CS (2),Killed,Enemy_OW (2),20240414_040948
Enemy_AssaultCube (1),Killed,Enemy_CS (2),20240414_040956
Enemy_Xonotic (2),Killed,Enemy_CS,20240414_040959
Enemy_CS (1),Killed,Enemy_Xonotic (2),20240414_041002
Enemy_Xonotic (1),Killed,Enemy_CS (1),20240414_041011
Enemy_AssaultCube (1),Killed,Enemy_OW,20240414_041012
Enemy_AssaultCube (2),Killed,Enemy_OW (1),20240414_041015
Enemy_OW (2),Killed,Enemy_AssaultCube (2),20240414_041016
Enemy_OW (2),Killed,Enemy_AssaultCube (1),20240414_041017
Enemy_Xonotic (1),Killed,Enemy_AssaultCube,20240414_041022
Enemy_Xonotic (1),Killed,Enemy_OW (2),20240414_041027
Enemy_CS (2),Killed,Enemy_Xonotic,20240414_041033
Enemy_Xonotic (2),Killed,Enemy_CS (2),20240414_041036
Enemy_CS,Killed,Enemy_Xonotic (1),20240414_041036
Enemy_OW,Killed,Enemy_CS,20240414_041042
Enemy_AssaultCube (2),Killed,Enemy_Xonotic (2),20240414_041043
Enemy_CS (1),Killed,Enemy_AssaultCube (2),20240414_041043
Enemy_OW (1),Killed,Enemy_CS (1),20240414_041044
Enemy_AssaultCube (1),Killed,Enemy_OW,20240414_041056
Enemy_OW (2),Killed,Enemy_AssaultCube (1),20240414_041056
Enemy_Xonotic,Killed,Enemy_OW (1),20240414_041100
Enemy_OW (2),Killed,Enemy_AssaultCube,20240414_041101
Enemy_Xonotic,Killed,Enemy_OW (2),20240414_041101
Enemy_CS,Killed,Enemy_Xonotic,20240414_041107
Enemy_Xonotic (1),Killed,Enemy_AssaultCube (2),20240414_041110
Enemy_Xonotic (2),Killed,Enemy_CS (2),20240414_041112
Enemy_AssaultCube (1),Killed,Enemy_Xonotic (1),20240414_041119
Enemy_CS,Killed,Enemy_Xonotic (2),20240414_041125
Enemy_Xonotic,Killed,Enemy_CS,20240414_041134
Enemy_Xonotic (1),Killed,Enemy_CS (1),20240414_041137
Enemy_OW (1),Killed,Enemy_AssaultCube (2),20240414_041137
Enemy_AssaultCube,Killed,Enemy_Xonotic (1),20240414_041145
Enemy_Xonotic,Killed,Enemy_AssaultCube,20240414_041149
Enemy_Xonotic,Killed,Enemy_AssaultCube (1),20240414_041158
Enemy_Xonotic (2),Killed,Enemy_CS (2),20240414_041159
Enemy_CS,Killed,Enemy_Xonotic (2),20240414_041159
Enemy_CS,Killed,Enemy_OW (1),20240414_041159
Enemy_OW (2),Killed,Enemy_Xonotic,20240414_041200
Enemy_CS,Killed,Enemy_AssaultCube (2),20240414_041201
Enemy_OW (2),Killed,Enemy_Xonotic (1),20240414_041209
Enemy_CS (1),Killed,Enemy_OW (2),20240414_041214
Enemy_OW,Killed,Enemy_CS (1),20240414_041215
Enemy_Xonotic (2),Killed,Enemy_OW (1),20240414_041223
Enemy_CS (2),Killed,Enemy_AssaultCube (2),20240414_041224
Enemy_OW,Killed,Enemy_CS (2),20240414_041230
Enemy_CS,Killed,Enemy_OW,20240414_041230
Enemy_AssaultCube,Killed,Enemy_Xonotic (2),20240414_041241
Enemy_AssaultCube,Killed,Enemy_Xonotic (1),20240414_041244
Enemy_CS,Killed,Enemy_AssaultCube,20240414_041245
Enemy_AssaultCube (1),Killed,Enemy_CS,20240414_041247
Enemy_CS (2),Killed,Enemy_OW (2),20240414_041258
Enemy_OW (1),Killed,Enemy_AssaultCube (2),20240414_041258
Enemy_OW,Killed,Enemy_CS (1),20240414_041258
Enemy_Xonotic (2),Killed,Enemy_AssaultCube (1),20240414_041259
Enemy_OW,Killed,Enemy_AssaultCube,20240414_041309
Enemy_CS (2),Killed,Enemy_OW,20240414_041310
Enemy_Xonotic,Killed,Enemy_CS (2),20240414_041316
Enemy_AssaultCube (1),Killed,Enemy_OW (1),20240414_041319
Enemy_Xonotic,Killed,Enemy_CS,20240414_041321
Enemy_Xonotic (2),Killed,Enemy_CS (1),20240414_041325
Enemy_Xonotic,Killed,Enemy_AssaultCube (2),20240414_041327
Enemy_OW (2),Killed,Enemy_Xonotic (2),20240414_041333
Enemy_OW (2),Killed,Enemy_Xonotic,20240414_041337
Enemy_OW,Killed,Enemy_AssaultCube,20240414_041340
Enemy_OW (1),Killed,Enemy_Xonotic (1),20240414_041344
