CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240416_214619
CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240416_214639
CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240416_214659
CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240416_214719
CS,0,OW,28,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240416_214739
CS,0,OW,39,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,0,20240416_214759
CS,1,OW,47,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,0,20240416_214819
CS,1,OW,68,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,8,20240416_214839
CS,1,OW,70,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,8,20240416_214859
CS,1,OW,76,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,11,20240416_214919
CS,1,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,35,20240416_214939
CS,1,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,7,Modified_Xonotic,35,20240416_214959
CS,1,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,8,Modified_Xonotic,36,20240416_215019
CS,1,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215039
CS,9,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215059
CS,9,OW,77,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215119
CS,9,OW,80,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215139
CS,9,OW,80,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215159
CS,9,OW,80,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,36,20240416_215219
CS,9,OW,80,AssaultCube,0,Xonotic,0,Modified_AssaultCube,40,Modified_Xonotic,47,20240416_215239
