Enemy_CS_1,35074
Enemy_CS_3,32648
Enemy_OW_1,35059
Enemy_OW_3,33503
Enemy_AssaultCube_1,30527
Enemy_AssaultCube_3,32671
Enemy_Xonotic_1,27672
Enemy_Xonotic_3,29510
Enemy_Modified_AssaultCube_1,0
Enemy_Modified_AssaultCube_3,0
Enemy_Modified_Xonotic_1,0
Enemy_Modified_Xonotic_3,0
