Enemy_CS_1,76375
Enemy_CS_3,70744
Enemy_OW_1,80536
Enemy_OW_3,74433
Enemy_AssaultCube_1,71529
Enemy_AssaultCube_3,75432
Enemy_Xonotic_1,70990
Enemy_Xonotic_3,78821
Enemy_Modified_AssaultCube_1,0
Enemy_Modified_AssaultCube_3,0
Enemy_Modified_Xonotic_1,0
Enemy_Modified_Xonotic_3,0
