CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_061958
CS,18,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062018
CS,41,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062038
CS,41,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062058
CS,41,OW,13,AssaultCube,2,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062118
CS,41,OW,13,AssaultCube,9,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062138
CS,41,OW,42,AssaultCube,9,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062158
CS,48,OW,49,AssaultCube,9,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062218
CS,70,OW,57,AssaultCube,9,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062238
CS,70,OW,59,AssaultCube,9,Xonotic,9,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062258
CS,83,OW,59,AssaultCube,10,Xonotic,12,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062318
CS,83,OW,59,AssaultCube,16,Xonotic,12,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062338
CS,83,OW,82,AssaultCube,16,Xonotic,12,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062358
CS,83,OW,88,AssaultCube,18,Xonotic,12,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062418
CS,84,OW,100,AssaultCube,18,Xonotic,14,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062438
CS,84,OW,112,AssaultCube,18,Xonotic,14,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062458
CS,84,OW,112,AssaultCube,18,Xonotic,28,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062518
CS,84,OW,130,AssaultCube,18,Xonotic,28,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062538
CS,85,OW,130,AssaultCube,18,Xonotic,28,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062558
CS,89,OW,131,AssaultCube,18,Xonotic,28,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062618
CS,89,OW,131,AssaultCube,19,Xonotic,33,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062638
CS,89,OW,156,AssaultCube,19,Xonotic,33,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062658
CS,89,OW,156,AssaultCube,19,Xonotic,50,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062718
CS,89,OW,156,AssaultCube,19,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062738
CS,89,OW,156,AssaultCube,21,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062758
CS,89,OW,156,AssaultCube,21,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062818
CS,89,OW,156,AssaultCube,21,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062838
CS,91,OW,156,AssaultCube,21,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062858
CS,91,OW,156,AssaultCube,23,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062918
CS,94,OW,156,AssaultCube,23,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062938
CS,94,OW,162,AssaultCube,23,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_062958
CS,94,OW,162,AssaultCube,29,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063018
CS,94,OW,162,AssaultCube,39,Xonotic,53,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063038
CS,94,OW,162,AssaultCube,39,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063058
CS,94,OW,163,AssaultCube,39,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063118
CS,94,OW,163,AssaultCube,47,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063138
CS,106,OW,163,AssaultCube,47,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063158
CS,106,OW,163,AssaultCube,49,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063218
CS,115,OW,163,AssaultCube,49,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063238
CS,116,OW,163,AssaultCube,51,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063258
CS,116,OW,163,AssaultCube,51,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063318
CS,116,OW,180,AssaultCube,55,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063338
CS,124,OW,180,AssaultCube,61,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063358
CS,131,OW,180,AssaultCube,63,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063418
CS,137,OW,180,AssaultCube,72,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063438
CS,137,OW,208,AssaultCube,72,Xonotic,57,Modified_AssaultCube,0,Modified_Xonotic,0,20240418_063458
