CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034627
CS,0,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034647
CS,1,OW,0,AssaultCube,0,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034707
CS,1,OW,0,AssaultCube,2,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034727
CS,1,OW,17,AssaultCube,2,Xonotic,0,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034747
CS,1,OW,17,AssaultCube,2,Xonotic,5,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034807
CS,1,OW,17,AssaultCube,8,Xonotic,5,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034827
CS,1,OW,17,AssaultCube,9,Xonotic,6,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034847
CS,1,OW,17,AssaultCube,9,Xonotic,6,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034907
CS,1,OW,19,AssaultCube,9,Xonotic,6,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034927
CS,1,OW,19,AssaultCube,9,Xonotic,6,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_034947
CS,1,OW,22,AssaultCube,9,Xonotic,8,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035007
CS,1,OW,22,AssaultCube,9,Xonotic,8,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035027
CS,1,OW,23,AssaultCube,9,Xonotic,8,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035047
CS,28,OW,23,AssaultCube,9,Xonotic,9,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035107
CS,28,OW,39,AssaultCube,9,Xonotic,10,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035127
CS,52,OW,39,AssaultCube,9,Xonotic,10,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035147
CS,56,OW,58,AssaultCube,10,Xonotic,10,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035207
CS,57,OW,58,AssaultCube,21,Xonotic,10,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035227
CS,57,OW,87,AssaultCube,21,Xonotic,10,Modified_AssaultCube,0,Modified_Xonotic,0,20240417_035247
